handle,hour,count
simple_sabotage@mastodon.social,14,0
simple_sabotage@mastodon.social,15,7
simple_sabotage@mastodon.social,16,0
simple_sabotage@mastodon.social,17,0
simple_sabotage@mastodon.social,18,7
simple_sabotage@mastodon.social,19,0
simple_sabotage@mastodon.social,20,0
simple_sabotage@mastodon.social,21,7
simple_sabotage@mastodon.social,22,0
simple_sabotage@mastodon.social,23,0
somlu1968@mastodon.social,0,0
somlu1968@mastodon.social,1,0
somlu1968@mastodon.social,2,0
somlu1968@mastodon.social,3,0
somlu1968@mastodon.social,4,18
somlu1968@mastodon.social,5,29
somlu1968@mastodon.social,6,22
somlu1968@mastodon.social,7,50
somlu1968@mastodon.social,8,37
somlu1968@mastodon.social,9,47
somlu1968@mastodon.social,10,67
somlu1968@mastodon.social,11,74
somlu1968@mastodon.social,12,37
somlu1968@mastodon.social,13,15
somlu1968@mastodon.social,14,23
somlu1968@mastodon.social,15,27
somlu1968@mastodon.social,16,2
somlu1968@mastodon.social,17,14
somlu1968@mastodon.social,18,32
somlu1968@mastodon.social,19,33
somlu1968@mastodon.social,20,0
somlu1968@mastodon.social,21,1
somlu1968@mastodon.social,22,2
somlu1968@mastodon.social,23,4
tazgetroete@mastodon.social,0,0
tazgetroete@mastodon.social,1,0
tazgetroete@mastodon.social,2,0
tazgetroete@mastodon.social,3,0
tazgetroete@mastodon.social,4,2
tazgetroete@mastodon.social,5,4
tazgetroete@mastodon.social,6,16
tazgetroete@mastodon.social,7,13
tazgetroete@mastodon.social,8,12
tazgetroete@mastodon.social,9,15
tazgetroete@mastodon.social,10,15
tazgetroete@mastodon.social,11,14
tazgetroete@mastodon.social,12,12
tazgetroete@mastodon.social,13,16
tazgetroete@mastodon.social,14,18
tazgetroete@mastodon.social,15,13
tazgetroete@mastodon.social,16,14
tazgetroete@mastodon.social,17,16
tazgetroete@mastodon.social,18,12
tazgetroete@mastodon.social,19,12
tazgetroete@mastodon.social,20,7
tazgetroete@mastodon.social,21,8
tazgetroete@mastodon.social,22,1
tazgetroete@mastodon.social,23,0
thejapantimes@mastodon.social,0,9
thejapantimes@mastodon.social,1,18
thejapantimes@mastodon.social,2,12
thejapantimes@mastodon.social,3,8
thejapantimes@mastodon.social,4,12
thejapantimes@mastodon.social,5,20
thejapantimes@mastodon.social,6,19
thejapantimes@mastodon.social,7,18
thejapantimes@mastodon.social,8,15
thejapantimes@mastodon.social,9,19
thejapantimes@mastodon.social,10,19
thejapantimes@mastodon.social,11,20
thejapantimes@mastodon.social,12,18
thejapantimes@mastodon.social,13,15
thejapantimes@mastodon.social,14,14
thejapantimes@mastodon.social,15,14
thejapantimes@mastodon.social,16,5
thejapantimes@mastodon.social,17,0
thejapantimes@mastodon.social,18,3
thejapantimes@mastodon.social,19,0
thejapantimes@mastodon.social,20,7
thejapantimes@mastodon.social,21,10
thejapantimes@mastodon.social,22,4
thejapantimes@mastodon.social,23,10
touaregtweet@mastodon.social,0,8
touaregtweet@mastodon.social,1,6
touaregtweet@mastodon.social,2,3
touaregtweet@mastodon.social,3,0
touaregtweet@mastodon.social,4,0
touaregtweet@mastodon.social,5,0
touaregtweet@mastodon.social,6,7
touaregtweet@mastodon.social,7,13
touaregtweet@mastodon.social,8,14
touaregtweet@mastodon.social,9,23
touaregtweet@mastodon.social,10,24
touaregtweet@mastodon.social,11,14
touaregtweet@mastodon.social,12,12
touaregtweet@mastodon.social,13,24
touaregtweet@mastodon.social,14,18
touaregtweet@mastodon.social,15,22
touaregtweet@mastodon.social,16,26
touaregtweet@mastodon.social,17,28
touaregtweet@mastodon.social,18,14
touaregtweet@mastodon.social,19,28
touaregtweet@mastodon.social,20,29
touaregtweet@mastodon.social,21,22
touaregtweet@mastodon.social,22,16
touaregtweet@mastodon.social,23,25
trendytoots@mastodon.social,0,19
trendytoots@mastodon.social,1,20
trendytoots@mastodon.social,2,17
trendytoots@mastodon.social,3,12
trendytoots@mastodon.social,4,14
trendytoots@mastodon.social,5,23
trendytoots@mastodon.social,6,18
trendytoots@mastodon.social,7,14
trendytoots@mastodon.social,8,16
trendytoots@mastodon.social,9,17
trendytoots@mastodon.social,10,21
trendytoots@mastodon.social,11,22
trendytoots@mastodon.social,12,22
trendytoots@mastodon.social,13,20
trendytoots@mastodon.social,14,25
trendytoots@mastodon.social,15,28
trendytoots@mastodon.social,16,28
trendytoots@mastodon.social,17,28
trendytoots@mastodon.social,18,23
trendytoots@mastodon.social,19,25
trendytoots@mastodon.social,20,25
trendytoots@mastodon.social,21,28
trendytoots@mastodon.social,22,26
trendytoots@mastodon.social,23,29
ukraine_live_tagesschau@mastodon.social,0,24
ukraine_live_tagesschau@mastodon.social,1,4
ukraine_live_tagesschau@mastodon.social,2,4
ukraine_live_tagesschau@mastodon.social,3,12
ukraine_live_tagesschau@mastodon.social,4,9
ukraine_live_tagesschau@mastodon.social,5,19
ukraine_live_tagesschau@mastodon.social,6,12
ukraine_live_tagesschau@mastodon.social,7,13
ukraine_live_tagesschau@mastodon.social,8,19
ukraine_live_tagesschau@mastodon.social,9,16
ukraine_live_tagesschau@mastodon.social,10,11
ukraine_live_tagesschau@mastodon.social,11,12
ukraine_live_tagesschau@mastodon.social,12,10
ukraine_live_tagesschau@mastodon.social,13,16
ukraine_live_tagesschau@mastodon.social,14,13
ukraine_live_tagesschau@mastodon.social,15,19
ukraine_live_tagesschau@mastodon.social,16,11
ukraine_live_tagesschau@mastodon.social,17,14
ukraine_live_tagesschau@mastodon.social,18,14
ukraine_live_tagesschau@mastodon.social,19,10
ukraine_live_tagesschau@mastodon.social,20,3
ukraine_live_tagesschau@mastodon.social,21,3
ukraine_live_tagesschau@mastodon.social,22,3
ukraine_live_tagesschau@mastodon.social,23,1
variety_feed@mastodon.social,0,6
variety_feed@mastodon.social,1,9
variety_feed@mastodon.social,2,7
variety_feed@mastodon.social,3,1
variety_feed@mastodon.social,4,1
variety_feed@mastodon.social,5,1
variety_feed@mastodon.social,6,8
variety_feed@mastodon.social,7,9
variety_feed@mastodon.social,8,12
variety_feed@mastodon.social,9,8
variety_feed@mastodon.social,10,6
variety_feed@mastodon.social,11,12
variety_feed@mastodon.social,12,14
variety_feed@mastodon.social,13,34
variety_feed@mastodon.social,14,38
variety_feed@mastodon.social,15,51
variety_feed@mastodon.social,16,51
variety_feed@mastodon.social,17,41
variety_feed@mastodon.social,18,34
variety_feed@mastodon.social,19,27
variety_feed@mastodon.social,20,30
variety_feed@mastodon.social,21,25
variety_feed@mastodon.social,22,12
variety_feed@mastodon.social,23,19
veryclose@mastodon.social,0,19
veryclose@mastodon.social,1,22
veryclose@mastodon.social,2,20
veryclose@mastodon.social,3,14
veryclose@mastodon.social,4,17
veryclose@mastodon.social,5,24
veryclose@mastodon.social,6,21
veryclose@mastodon.social,7,22
veryclose@mastodon.social,8,11
veryclose@mastodon.social,9,19
veryclose@mastodon.social,10,14
veryclose@mastodon.social,11,17
veryclose@mastodon.social,12,23
veryclose@mastodon.social,13,19
veryclose@mastodon.social,14,22
veryclose@mastodon.social,15,16
veryclose@mastodon.social,16,17
veryclose@mastodon.social,17,12
veryclose@mastodon.social,18,15
veryclose@mastodon.social,19,16
veryclose@mastodon.social,20,8
veryclose@mastodon.social,21,12
veryclose@mastodon.social,22,25
veryclose@mastodon.social,23,15
wariat@mastodon.social,0,0
wariat@mastodon.social,1,0
wariat@mastodon.social,2,0
wariat@mastodon.social,3,0
wariat@mastodon.social,4,0
wariat@mastodon.social,5,0
wariat@mastodon.social,6,1
wariat@mastodon.social,7,13
wariat@mastodon.social,8,31
wariat@mastodon.social,9,27
wariat@mastodon.social,10,26
wariat@mastodon.social,11,17
wariat@mastodon.social,12,13
wariat@mastodon.social,13,22
wariat@mastodon.social,14,20
wariat@mastodon.social,15,14
wariat@mastodon.social,16,1
wariat@mastodon.social,17,15
wariat@mastodon.social,18,13
wariat@mastodon.social,19,7
wariat@mastodon.social,20,10
wariat@mastodon.social,21,2
wariat@mastodon.social,22,1
wariat@mastodon.social,23,3
why_not@mastodon.social,0,0
why_not@mastodon.social,1,0
why_not@mastodon.social,2,0
why_not@mastodon.social,3,0
why_not@mastodon.social,4,0
why_not@mastodon.social,5,26
why_not@mastodon.social,6,43
why_not@mastodon.social,7,33
why_not@mastodon.social,8,26
why_not@mastodon.social,9,34
why_not@mastodon.social,10,27
why_not@mastodon.social,11,37
why_not@mastodon.social,12,20
why_not@mastodon.social,13,33
why_not@mastodon.social,14,7
why_not@mastodon.social,15,26
why_not@mastodon.social,16,7
why_not@mastodon.social,17,27
why_not@mastodon.social,18,53
why_not@mastodon.social,19,29
why_not@mastodon.social,20,6
why_not@mastodon.social,21,6
why_not@mastodon.social,22,0
why_not@mastodon.social,23,0
workingclasshistory@mastodon.social,0,0
workingclasshistory@mastodon.social,1,0
workingclasshistory@mastodon.social,2,1
workingclasshistory@mastodon.social,3,0
workingclasshistory@mastodon.social,4,11
workingclasshistory@mastodon.social,5,4
workingclasshistory@mastodon.social,6,3
workingclasshistory@mastodon.social,7,5
workingclasshistory@mastodon.social,8,5
workingclasshistory@mastodon.social,9,8
workingclasshistory@mastodon.social,10,3
workingclasshistory@mastodon.social,11,2
workingclasshistory@mastodon.social,12,5
workingclasshistory@mastodon.social,13,4
workingclasshistory@mastodon.social,14,4
workingclasshistory@mastodon.social,15,3
workingclasshistory@mastodon.social,16,7
workingclasshistory@mastodon.social,17,6
workingclasshistory@mastodon.social,18,2
workingclasshistory@mastodon.social,19,3
workingclasshistory@mastodon.social,20,2
workingclasshistory@mastodon.social,21,4
workingclasshistory@mastodon.social,22,2
workingclasshistory@mastodon.social,23,0
